event_id,entity_id,event_timestamp,event_type,source_system,severity_reported,value_amount,entity_type,region,tier,risk_segment_baseline,entity_age_days,prior_events_count,prior_flagged_count,time_since_last_event_hours,hour_of_day,day_of_week,auto_resolved_flag,is_risk_flag,resolution_minutes,analyst_notes_length,confirmed_loss_amount
6720,1340,2024-02-13 02:15:26,data_export,web,low,35.91,device,zone_north,plus,low,0,1,0,1334.304,2,1,0,0,27.27,107.0,
6721,812,2024-02-13 05:15:19,access_violation,web,medium,161.01,account,zone_north,standard,low,0,55,2,284.357,5,1,0,0,13.41,94.0,
6722,1460,2024-02-13 07:53:12,policy_override,mobile,high,252.0,device,zone_central,plus,low,262,12,0,190.54,7,1,0,0,39.52,118.0,
6723,427,2024-02-13 08:11:46,config_change,batch,low,22.02,account,zone_south,standard,low,165,15,0,666.97,8,1,0,0,78.79,49.0,
6724,916,2024-02-13 08:53:27,data_export,web,high,41.32,integration,zone_north,standard,low,0,5,0,1658.413,8,1,0,0,14.06,49.0,
6725,962,2024-02-13 10:37:46,access_violation,web,medium,56.18,device,zone_west,standard,low,0,1,0,5756.589,10,1,0,0,12.05,70.0,
6726,1411,2024-02-13 11:35:45,payment_dispute,web,medium,189.71,vendor,zone_west,standard,high,0,7,2,3004.559,11,1,0,0,24.2,118.0,
6727,631,2024-02-13 13:33:25,duplicate_transaction,web,medium,257.95,integration,zone_north,standard,low,1290,8,0,219.313,13,1,1,0,,,
6728,132,2024-02-13 15:39:18,payment_dispute,mobile,medium,56.4,integration,zone_central,enterprise,low,0,0,0,,15,1,0,0,20.2,79.0,
6729,189,2024-02-13 16:20:29,login_anomaly,web,medium,30.11,service,zone_east,standard,high,990,4,0,513.88,16,1,1,0,,,
6730,1197,2024-02-13 17:16:38,access_violation,web,medium,63.5,account,zone_central,standard,low,579,104,8,54.7,17,1,0,0,8.59,50.0,
6731,113,2024-02-13 17:56:02,data_export,api,high,373.25,account,zone_west,plus,medium,0,1,0,1989.839,17,1,1,0,,,
6732,503,2024-02-13 20:32:03,config_change,mobile,medium,64.2,integration,zone_central,standard,medium,975,13,1,970.063,20,1,1,0,,,
6733,418,2024-02-13 22:36:58,permission_escalation,web,low,327.48,vendor,zone_west,plus,medium,1252,0,0,,22,1,0,0,9.51,66.0,
6734,4,2024-02-14 06:26:16,data_export,mobile,medium,152.0,service,zone_east,plus,low,1094,4,2,561.128,6,2,0,0,20.45,55.0,
6735,757,2024-02-14 08:39:18,config_change,web,high,43.9,device,zone_central,standard,medium,852,214,9,118.523,8,2,0,0,7.65,64.0,
6736,1311,2024-02-14 09:00:16,payment_dispute,api,low,10.89,device,zone_north,standard,low,0,120,4,126.269,9,2,0,0,19.45,75.0,
6737,173,2024-02-14 09:29:00,duplicate_transaction,api,medium,28.21,account,zone_west,plus,low,366,9,0,2659.697,9,2,1,0,,,
6738,481,2024-02-14 10:32:06,login_anomaly,api,low,83.53,device,zone_central,standard,high,0,32,1,141.708,10,2,1,0,,,
6739,809,2024-02-14 12:34:02,config_change,web,high,113.38,device,zone_east,enterprise,low,1034,0,0,,12,2,0,0,33.34,52.0,
6740,822,2024-02-14 12:49:08,login_anomaly,mobile,high,32.61,service,zone_north,plus,medium,1277,2,0,622.073,12,2,0,0,26.91,63.0,
6741,1116,2024-02-14 13:54:37,access_violation,api,medium,52.21,account,zone_east,standard,low,1048,11,1,557.533,13,2,0,0,7.97,100.0,
6742,399,2024-02-14 14:04:43,payment_dispute,web,medium,162.9,device,zone_north,plus,high,0,5,1,2901.246,14,2,1,0,,,
6743,411,2024-02-14 14:43:11,payment_dispute,web,medium,115.41,service,zone_north,plus,low,0,102,6,88.203,14,2,0,0,68.6,50.0,
6744,1311,2024-02-14 15:19:56,payment_dispute,batch,medium,500.29,device,zone_north,standard,low,0,121,4,6.328,15,2,0,0,7.71,35.0,
6745,1044,2024-02-14 15:47:57,data_export,web,high,353.64,service,zone_south,enterprise,medium,497,69,4,61.251,15,2,0,0,15.15,39.0,
6746,1248,2024-02-14 15:58:33,login_anomaly,api,low,53.97,account,zone_north,standard,high,535,94,11,51.856,15,2,0,0,36.22,10.0,
6747,1290,2024-02-14 16:04:53,login_anomaly,api,low,65.73,service,zone_south,plus,low,172,3,0,3416.332,16,2,0,0,24.15,77.0,
6748,203,2024-02-14 16:22:10,login_anomaly,api,medium,77.15,device,zone_south,enterprise,low,0,84,4,55.433,16,2,1,0,,,
6749,764,2024-02-14 16:44:22,payment_dispute,web,high,62.2,account,zone_north,standard,high,0,7,1,2233.096,16,2,0,0,32.94,68.0,
6750,649,2024-02-14 16:48:47,config_change,batch,medium,48.63,service,zone_west,standard,high,207,7,0,387.709,16,2,0,0,17.1,38.0,
6751,757,2024-02-14 17:35:25,login_anomaly,mobile,medium,59.68,device,zone_central,standard,medium,852,215,9,8.935,17,2,1,0,,,
6752,223,2024-02-14 18:08:32,login_anomaly,api,medium,87.34,service,zone_west,plus,low,375,11,1,867.673,18,2,0,0,9.29,86.0,
6753,757,2024-02-14 19:16:49,policy_override,web,low,64.74,device,zone_central,standard,medium,852,216,9,1.69,19,2,0,0,89.84,49.0,
6754,884,2024-02-14 19:50:58,access_violation,batch,medium,48.65,device,zone_north,standard,low,0,2,0,2645.012,19,2,1,0,,,
6755,757,2024-02-14 21:25:09,config_change,batch,high,218.03,device,zone_central,standard,medium,852,217,9,2.139,21,2,0,0,35.73,74.0,
6756,36,2024-02-15 00:45:01,config_change,web,critical,80.42,account,zone_east,plus,low,0,3,0,2194.809,0,3,0,0,10.27,114.0,
6757,179,2024-02-15 03:05:46,login_anomaly,batch,low,80.21,vendor,unknown,standard,low,1248,8,0,994.972,3,3,0,0,9.03,91.0,
6758,472,2024-02-15 07:45:13,config_change,mobile,medium,7.22,device,zone_central,standard,low,1175,6,1,283.991,7,3,0,0,17.33,94.0,
6759,1319,2024-02-15 08:00:01,duplicate_transaction,web,medium,59.01,service,zone_east,enterprise,low,857,0,0,,8,3,0,0,16.66,19.0,
6760,479,2024-02-15 11:03:34,policy_override,mobile,medium,23.39,service,zone_west,enterprise,medium,412,49,3,354.834,11,3,0,1,44.55,148.0,20.05
6761,411,2024-02-15 12:13:49,login_anomaly,web,low,39.25,service,zone_north,plus,low,0,103,6,21.511,12,3,0,0,56.41,80.0,
6762,174,2024-02-15 12:43:23,duplicate_transaction,api,critical,511.96,integration,zone_north,enterprise,low,420,2,0,3419.066,12,3,1,0,,,
6763,203,2024-02-15 12:45:39,data_export,api,low,18.47,device,zone_south,enterprise,low,0,85,4,20.391,12,3,0,0,29.92,67.0,
6764,159,2024-02-15 15:47:09,config_change,api,medium,157.36,service,zone_south,enterprise,medium,1116,39,5,98.017,15,3,1,0,,,
6765,930,2024-02-15 16:38:39,login_anomaly,batch,high,17.38,service,zone_west,enterprise,medium,304,3,0,2424.898,16,3,0,0,16.99,50.0,
6766,165,2024-02-15 19:59:54,policy_override,api,low,63.5,device,zone_central,plus,medium,1099,25,5,213.844,19,3,0,0,31.03,60.0,
6767,1478,2024-02-15 20:31:58,config_change,web,high,34.44,integration,zone_west,standard,low,0,9,1,683.121,20,3,0,0,45.13,56.0,
6768,571,2024-02-16 06:40:05,access_violation,api,low,37.9,device,zone_central,plus,low,958,0,0,,6,4,0,0,22.21,54.0,
6769,1311,2024-02-16 07:12:31,access_violation,web,low,24.54,device,zone_north,standard,low,0,122,4,39.876,7,4,0,0,16.57,108.0,
6770,481,2024-02-16 08:26:28,login_anomaly,batch,medium,37.46,device,zone_central,standard,high,0,33,1,45.906,8,4,0,0,21.66,106.0,
6771,633,2024-02-16 09:15:32,data_export,web,medium,144.7,account,zone_central,plus,low,1192,88,4,211.562,9,4,0,0,11.95,130.0,
6772,1440,2024-02-16 09:24:04,login_anomaly,web,medium,93.76,integration,zone_north,standard,medium,498,5,0,471.741,9,4,0,0,13.82,36.0,
6773,312,2024-02-16 10:14:07,payment_dispute,batch,medium,30.63,device,zone_east,enterprise,medium,1136,187,6,86.185,10,4,0,0,26.53,80.0,
6774,42,2024-02-16 10:27:51,access_violation,api,high,46.66,vendor,zone_south,enterprise,low,0,1,0,3911.812,10,4,0,0,16.9,90.0,
6775,1050,2024-02-16 10:36:51,access_violation,web,low,199.41,account,zone_south,plus,low,691,1,0,5776.684,10,4,0,0,14.93,54.0,
6776,1260,2024-02-16 12:12:41,config_change,mobile,medium,70.77,integration,zone_east,standard,low,44,86,9,109.134,12,4,0,0,36.41,136.0,
6777,97,2024-02-16 12:24:34,config_change,api,low,151.24,device,zone_north,standard,low,737,30,0,168.447,12,4,0,0,77.69,120.0,
6778,795,2024-02-16 13:13:12,access_violation,mobile,low,315.89,account,zone_south,plus,medium,472,36,3,641.936,13,4,1,0,,,
6779,668,2024-02-16 13:29:18,login_anomaly,web,low,219.33,integration,zone_east,standard,medium,461,4,0,2012.603,13,4,0,0,14.48,94.0,
6780,785,2024-02-16 14:30:53,data_export,web,low,247.13,integration,unknown,standard,low,0,24,0,1419.318,14,4,1,0,,,
6781,602,2024-02-16 15:56:57,policy_override,api,low,7.97,vendor,zone_north,standard,low,941,17,1,263.824,15,4,0,0,19.51,107.0,
6782,863,2024-02-16 17:32:25,payment_dispute,api,low,190.78,vendor,zone_east,plus,low,239,3,0,1706.728,17,4,0,0,13.7,80.0,
6783,1425,2024-02-16 17:52:33,login_anomaly,web,low,7.37,device,zone_north,plus,medium,0,1,0,2622.341,17,4,0,0,20.21,111.0,
6784,156,2024-02-16 18:44:59,config_change,api,high,130.59,service,zone_south,standard,high,664,35,3,243.574,18,4,0,0,32.88,46.0,
6785,97,2024-02-16 18:57:23,data_export,web,low,130.13,device,zone_north,standard,low,737,31,0,6.547,18,4,0,1,34.29,111.0,92.62
6786,757,2024-02-16 22:48:02,login_anomaly,web,medium,484.83,device,zone_central,standard,medium,854,218,9,49.381,22,4,0,1,47.44,134.0,236.88
6787,1072,2024-02-17 00:21:59,config_change,mobile,low,14.11,service,zone_east,plus,low,1002,7,2,602.218,0,5,0,0,14.39,10.0,
6788,50,2024-02-17 08:47:05,data_export,api,medium,121.95,account,zone_south,standard,low,0,1,0,4771.569,8,5,0,0,14.73,46.0,
6789,757,2024-02-17 09:30:34,data_export,api,low,16.3,device,zone_central,standard,medium,855,219,10,10.709,9,5,0,0,11.22,131.0,
6790,633,2024-02-17 10:52:11,duplicate_transaction,web,low,63.92,account,zone_central,plus,low,1193,89,4,25.611,10,5,0,0,70.36,42.0,
6791,795,2024-02-17 11:06:34,data_export,batch,low,65.87,account,zone_south,plus,medium,473,37,3,21.889,11,5,0,1,21.67,108.0,48.2
6792,1177,2024-02-17 12:38:41,data_export,web,low,85.92,device,zone_east,plus,low,0,13,1,546.696,12,5,1,0,,,
6793,1435,2024-02-17 13:45:32,login_anomaly,web,low,371.08,account,zone_west,plus,low,578,12,0,406.22,13,5,0,0,17.19,69.0,
6794,1328,2024-02-17 16:42:15,payment_dispute,web,low,150.83,service,zone_north,plus,low,0,62,1,246.653,16,5,0,0,40.76,65.0,
6795,344,2024-02-17 18:08:08,access_violation,mobile,medium,183.22,service,zone_central,standard,low,543,29,0,207.917,18,5,1,0,,,
6796,837,2024-02-17 18:37:43,data_export,api,medium,120.95,service,zone_central,plus,medium,1096,54,1,122.268,18,5,0,0,25.81,102.0,
6797,203,2024-02-17 23:18:43,login_anomaly,batch,medium,93.73,device,unknown,enterprise,low,0,86,4,58.551,23,5,1,0,,,
6798,545,2024-02-18 01:44:54,config_change,web,low,29.04,account,zone_central,standard,low,197,15,1,376.22,1,6,1,0,,,
6799,812,2024-02-18 08:07:43,login_anomaly,mobile,low,25.6,account,zone_north,standard,low,2,56,2,122.873,8,6,1,0,,,
6800,1235,2024-02-18 10:19:40,payment_dispute,mobile,low,319.84,account,zone_south,standard,low,985,16,1,2545.112,10,6,0,0,18.28,115.0,
6801,1197,2024-02-18 11:23:47,access_violation,mobile,low,77.38,account,zone_central,standard,low,584,105,8,114.119,11,6,1,0,,,
6802,330,2024-02-18 11:46:16,payment_dispute,web,low,24.63,account,zone_east,standard,high,0,1,0,7180.111,11,6,0,0,15.39,108.0,
6803,1087,2024-02-18 12:25:08,login_anomaly,web,critical,84.6,vendor,zone_south,standard,medium,15,1,0,8976.826,12,6,0,0,23.25,80.0,
6804,1165,2024-02-18 14:28:00,access_violation,web,low,39.44,account,zone_east,plus,low,208,30,1,598.943,14,6,0,0,11.98,62.0,
6805,90,2024-02-18 15:22:46,permission_escalation,api,medium,88.89,device,zone_north,enterprise,high,356,7,0,1514.821,15,6,0,0,23.41,93.0,
6806,740,2024-02-18 15:37:29,login_anomaly,mobile,low,51.7,device,zone_east,standard,medium,42,2,0,5107.471,15,6,1,0,,,
6807,1471,2024-02-18 17:13:05,login_anomaly,web,low,111.35,integration,zone_east,enterprise,low,204,22,2,342.509,17,6,0,0,13.1,144.0,
6808,97,2024-02-19 01:05:54,policy_override,api,high,32.19,device,zone_north,standard,low,740,32,1,54.142,1,0,0,0,13.29,107.0,
6809,159,2024-02-19 04:12:48,duplicate_transaction,mobile,medium,38.64,service,zone_south,enterprise,medium,1120,40,5,84.427,4,0,0,0,15.9,68.0,
6810,837,2024-02-19 05:51:46,config_change,api,low,100.56,service,zone_central,plus,medium,1098,55,1,35.234,5,0,1,0,,,
6811,1301,2024-02-19 07:49:49,login_anomaly,batch,medium,172.1,account,zone_central,standard,low,0,6,0,446.397,7,0,1,0,,,
6812,822,2024-02-19 08:23:30,login_anomaly,mobile,medium,41.35,service,zone_north,plus,medium,1282,3,0,115.573,8,0,0,0,23.93,73.0,
6813,55,2024-02-19 09:10:59,data_export,web,high,24.15,service,zone_south,plus,low,0,79,2,328.025,9,0,0,0,29.61,100.0,
6814,312,2024-02-19 09:44:36,payment_dispute,mobile,low,41.07,device,zone_east,enterprise,medium,1139,188,6,71.508,9,0,1,0,,,
6815,1328,2024-02-19 10:53:57,access_violation,api,low,37.41,service,zone_north,plus,low,0,63,1,42.195,10,0,0,0,15.43,147.0,
6816,837,2024-02-19 12:01:52,data_export,web,medium,19.78,service,zone_central,plus,medium,1098,56,1,6.168,12,0,0,0,17.04,26.0,
6817,1248,2024-02-19 12:22:16,login_anomaly,web,low,172.91,account,zone_north,standard,high,540,95,11,116.395,12,0,0,0,22.13,106.0,
6818,931,2024-02-19 13:29:28,config_change,api,high,63.12,account,zone_central,standard,low,576,14,0,286.912,13,0,0,0,11.9,124.0,
6819,1328,2024-02-19 14:55:59,login_anomaly,web,critical,39.16,service,zone_north,plus,low,0,64,1,4.034,14,0,0,0,28.51,77.0,
6820,1134,2024-02-19 15:14:12,permission_escalation,web,low,30.02,service,zone_west,standard,low,273,2,0,6867.989,15,0,1,0,,,
6821,1328,2024-02-19 15:29:52,login_anomaly,mobile,low,57.33,service,zone_north,plus,low,0,65,1,0.565,15,0,1,0,,,
6822,448,2024-02-19 15:30:18,data_export,web,low,61.71,service,zone_central,plus,medium,1050,27,0,1126.13,15,0,1,0,,,
6823,1360,2024-02-19 15:37:10,login_anomaly,batch,high,9.98,account,zone_east,plus,low,486,92,4,239.001,15,0,0,0,9.51,95.0,
6824,498,2024-02-19 15:42:27,duplicate_transaction,web,low,12.58,service,zone_south,plus,low,198,9,0,385.521,15,0,0,0,15.44,111.0,
6825,637,2024-02-19 16:07:59,data_export,web,medium,177.04,service,zone_south,plus,low,0,8,1,741.49,16,0,0,0,14.91,76.0,
6826,801,2024-02-19 16:46:12,policy_override,mobile,low,68.87,service,zone_central,standard,medium,0,9,0,1034.337,16,0,0,0,37.15,24.0,
6827,931,2024-02-19 18:02:33,config_change,batch,high,129.56,account,zone_central,standard,low,576,15,0,4.551,18,0,0,0,19.05,82.0,
6828,397,2024-02-19 18:15:47,payment_dispute,mobile,medium,74.45,vendor,zone_west,standard,low,0,12,2,1131.321,18,0,0,1,7.14,125.0,67.62
6829,365,2024-02-19 18:29:40,data_export,unknown,low,35.34,service,zone_west,standard,medium,612,2,0,4082.285,18,0,0,0,6.16,108.0,
6830,411,2024-02-19 18:56:58,login_anomaly,batch,high,103.35,service,zone_north,plus,low,0,104,6,102.719,18,0,0,1,15.38,94.0,77.09
6831,1069,2024-02-19 20:20:28,duplicate_transaction,api,medium,30.97,account,zone_west,enterprise,low,407,50,2,1104.9,20,0,1,0,,,
6832,411,2024-02-19 22:28:52,payment_dispute,api,low,22.89,service,zone_north,plus,low,0,105,7,3.532,22,0,0,0,12.87,77.0,
6833,1433,2024-02-20 06:02:44,data_export,batch,medium,11.98,account,zone_east,plus,low,183,7,0,3415.603,6,1,0,0,12.62,87.0,
6834,407,2024-02-20 07:35:03,config_change,web,medium,240.94,account,zone_east,standard,high,424,6,0,2181.656,7,1,0,0,61.13,116.0,
6835,757,2024-02-20 08:56:48,login_anomaly,api,low,61.88,device,zone_central,standard,medium,858,220,10,71.437,8,1,0,0,14.97,109.0,
6836,1260,2024-02-20 09:50:08,policy_override,web,low,214.35,integration,zone_east,standard,low,48,87,9,93.624,9,1,0,0,65.13,88.0,
6837,653,2024-02-20 10:15:58,access_violation,api,high,33.05,service,zone_west,standard,low,0,10,1,2370.971,10,1,1,0,,,
6838,634,2024-02-20 11:47:12,config_change,api,low,61.26,device,zone_central,standard,low,353,1,0,2172.756,11,1,0,0,22.89,136.0,
6839,932,2024-02-20 12:27:47,payment_dispute,api,high,656.71,device,zone_west,plus,low,0,2,0,5177.737,12,1,0,0,17.55,28.0,
6840,312,2024-02-20 12:42:32,config_change,api,critical,18.34,device,zone_east,enterprise,medium,1140,189,6,26.966,12,1,0,0,67.09,100.0,
6841,1191,2024-02-20 14:32:15,config_change,web,critical,48.63,device,zone_central,standard,low,0,26,1,216.018,14,1,0,0,29.64,34.0,
6842,1051,2024-02-20 15:46:42,permission_escalation,web,medium,477.54,service,zone_east,enterprise,low,1055,39,1,226.64,15,1,1,0,,,
6843,511,2024-02-20 17:42:14,access_violation,web,critical,96.88,account,zone_north,enterprise,low,264,1,0,4151.991,17,1,0,0,56.0,41.0,
6844,354,2024-02-20 19:17:22,config_change,web,medium,157.03,service,zone_west,standard,low,36,0,0,,19,1,0,0,19.55,53.0,
6845,866,2024-02-20 19:25:45,data_export,web,low,41.16,integration,zone_west,standard,high,1118,12,2,271.728,19,1,1,0,,,
6846,1460,2024-02-20 22:21:35,duplicate_transaction,batch,low,14.46,device,zone_central,plus,low,269,13,0,182.473,22,1,0,0,25.33,98.0,
6847,1457,2024-02-21 08:07:13,access_violation,api,high,65.55,account,zone_north,standard,low,1057,6,0,340.943,8,2,1,0,,,
6848,271,2024-02-21 08:31:25,data_export,web,low,95.7,account,zone_east,enterprise,medium,0,0,0,,8,2,1,0,,,
6849,810,2024-02-21 11:00:48,config_change,web,low,58.36,integration,zone_central,plus,low,964,8,0,387.36,11,2,1,0,,,
6850,1177,2024-02-21 11:05:33,duplicate_transaction,batch,low,27.26,device,zone_east,plus,low,0,14,1,94.448,11,2,0,0,40.2,84.0,
6851,949,2024-02-21 11:15:55,payment_dispute,unknown,medium,22.06,vendor,zone_east,enterprise,low,274,6,1,979.986,11,2,0,0,65.65,71.0,
6852,1463,2024-02-21 11:20:38,data_export,batch,high,150.81,account,zone_north,standard,low,328,7,0,692.927,11,2,0,0,23.33,49.0,
6853,472,2024-02-21 11:25:47,duplicate_transaction,batch,high,77.49,device,zone_central,standard,low,1181,7,1,147.676,11,2,0,1,26.67,125.0,37.54
6854,312,2024-02-21 12:18:10,login_anomaly,web,critical,38.66,device,zone_east,enterprise,medium,1141,190,6,23.594,12,2,0,0,25.0,88.0,
6855,1312,2024-02-21 12:28:40,config_change,api,low,113.98,integration,zone_central,plus,low,634,4,1,2397.826,12,2,0,0,21.97,133.0,
6856,577,2024-02-21 12:59:04,access_violation,web,low,37.16,integration,zone_central,plus,low,830,27,0,1125.138,12,2,1,0,,,
6857,1393,2024-02-21 15:09:29,duplicate_transaction,batch,low,112.18,account,zone_west,standard,low,1,12,0,1224.543,15,2,0,0,35.73,100.0,
6858,312,2024-02-21 15:35:32,login_anomaly,web,low,50.44,device,zone_east,enterprise,medium,1141,191,6,3.289,15,2,0,0,19.16,77.0,
6859,1311,2024-02-21 16:07:48,duplicate_transaction,web,low,89.99,device,zone_north,standard,low,0,123,4,128.921,16,2,1,0,,,
6860,133,2024-02-21 16:21:09,data_export,web,low,184.7,service,zone_west,standard,low,759,16,0,363.812,16,2,0,0,65.06,82.0,
6861,1148,2024-02-21 16:23:27,access_violation,web,medium,16.02,vendor,zone_central,plus,low,218,33,1,332.713,16,2,1,0,,,
6862,312,2024-02-21 16:26:08,access_violation,web,medium,158.07,device,zone_east,enterprise,medium,1141,192,6,0.843,16,2,0,0,37.54,104.0,
6863,55,2024-02-21 16:40:17,login_anomaly,web,high,98.42,service,zone_south,plus,low,1,80,2,55.488,16,2,0,0,30.84,70.0,
6864,486,2024-02-21 17:35:42,data_export,web,low,179.47,device,zone_central,plus,low,1249,3,0,1969.658,17,2,0,0,11.49,40.0,
6865,954,2024-02-21 20:27:01,permission_escalation,api,medium,9.29,account,zone_central,plus,low,0,5,0,2358.424,20,2,1,0,,,
6866,1165,2024-02-21 21:10:22,data_export,batch,medium,22.5,account,zone_east,plus,low,211,31,1,78.706,21,2,0,0,6.41,90.0,
6867,540,2024-02-22 07:00:48,config_change,mobile,low,26.97,vendor,zone_west,standard,medium,1267,4,1,681.23,7,3,1,0,,,
6868,633,2024-02-22 07:35:18,config_change,batch,critical,38.12,account,zone_central,plus,low,1198,90,4,116.719,7,3,0,0,16.11,100.0,
6869,1360,2024-02-22 07:37:08,login_anomaly,batch,low,49.28,account,zone_east,plus,low,489,93,4,63.999,7,3,0,0,8.87,76.0,
6870,412,2024-02-22 07:39:50,login_anomaly,web,low,112.22,service,zone_north,standard,low,91,4,1,1316.915,7,3,0,0,14.29,114.0,
6871,718,2024-02-22 09:09:11,duplicate_transaction,api,low,62.56,account,zone_central,plus,low,398,2,0,3046.455,9,3,1,0,,,
6872,318,2024-02-22 09:24:02,data_export,api,low,35.84,service,zone_east,standard,low,1310,28,3,477.482,9,3,0,0,8.24,93.0,
6873,1317,2024-02-22 10:03:53,config_change,web,low,13.92,service,zone_south,enterprise,low,336,4,0,2417.772,10,3,1,0,,,
6874,344,2024-02-22 10:38:43,payment_dispute,api,medium,50.22,service,zone_central,standard,low,548,30,0,112.51,10,3,0,0,18.3,76.0,
6875,1394,2024-02-22 10:51:41,login_anomaly,web,high,196.8,account,zone_west,plus,medium,696,15,2,910.429,10,3,0,1,37.11,185.0,79.26
6876,728,2024-02-22 11:03:29,policy_override,web,low,45.74,account,zone_north,standard,low,1084,0,0,,11,3,0,0,20.61,106.0,
6877,942,2024-02-22 11:29:42,permission_escalation,web,high,30.66,vendor,zone_north,standard,medium,590,3,0,4807.058,11,3,0,0,15.2,78.0,
6878,788,2024-02-22 11:37:45,login_anomaly,web,high,23.58,account,zone_west,standard,medium,1076,53,4,226.634,11,3,0,0,39.91,72.0,
6879,757,2024-02-22 14:03:55,payment_dispute,web,low,119.23,device,zone_central,standard,medium,860,221,10,53.119,14,3,0,0,9.26,79.0,
6880,228,2024-02-22 14:04:41,login_anomaly,mobile,high,47.55,device,zone_central,standard,low,0,7,0,3356.841,14,3,1,0,,,
6881,648,2024-02-22 15:46:05,permission_escalation,web,high,135.67,device,zone_central,standard,low,1118,0,0,,15,3,0,0,41.97,53.0,
6882,1260,2024-02-22 16:35:41,payment_dispute,batch,high,357.46,integration,zone_east,standard,low,50,88,9,54.759,16,3,0,0,34.2,32.0,
6883,771,2024-02-22 16:57:44,permission_escalation,mobile,medium,27.9,account,zone_west,enterprise,high,977,5,1,1221.472,16,3,1,0,,,
6884,513,2024-02-22 22:13:23,access_violation,unknown,low,44.99,account,zone_north,enterprise,low,0,1,0,9060.506,22,3,0,0,15.76,64.0,
6885,795,2024-02-22 23:26:37,policy_override,mobile,low,21.62,account,zone_south,plus,medium,478,38,4,132.334,23,3,0,0,26.23,50.0,
6886,1394,2024-02-23 07:34:14,login_anomaly,mobile,low,54.33,account,zone_west,plus,medium,697,16,3,20.709,7,4,0,0,7.33,30.0,
6887,1360,2024-02-23 09:48:29,login_anomaly,web,low,38.11,account,zone_east,plus,low,490,94,4,26.189,9,4,0,0,43.99,129.0,
6888,734,2024-02-23 10:04:58,login_anomaly,api,low,98.41,device,zone_central,plus,low,535,0,0,,10,4,0,0,10.62,128.0,
6889,443,2024-02-23 10:05:33,config_change,web,high,231.84,service,zone_east,standard,medium,0,13,3,832.12,10,4,0,0,21.22,72.0,
6890,1044,2024-02-23 11:20:25,login_anomaly,web,critical,111.13,service,zone_south,enterprise,medium,506,70,4,211.541,11,4,0,0,26.02,55.0,
6891,757,2024-02-23 11:29:15,policy_override,batch,medium,572.94,device,zone_central,standard,medium,861,222,10,21.422,11,4,0,0,48.99,103.0,
6892,801,2024-02-23 14:51:28,policy_override,api,high,21.8,service,zone_central,standard,medium,0,10,0,94.088,14,4,0,0,5.14,86.0,
6893,228,2024-02-23 16:34:09,payment_dispute,batch,medium,64.35,device,zone_central,standard,low,0,8,0,26.491,16,4,0,0,21.99,94.0,
6894,893,2024-02-23 16:50:41,access_violation,web,medium,40.29,account,zone_south,standard,high,866,56,2,341.214,16,4,0,0,13.83,117.0,
6895,848,2024-02-23 18:04:18,payment_dispute,api,low,30.23,service,zone_central,plus,medium,0,1,0,1733.544,18,4,0,0,9.38,33.0,
6896,488,2024-02-23 21:15:49,config_change,api,low,46.07,account,zone_west,plus,low,0,13,0,486.452,21,4,0,0,21.78,88.0,
6897,795,2024-02-23 21:37:31,policy_override,web,high,36.87,account,zone_south,plus,medium,479,39,4,22.182,21,4,0,0,9.27,43.0,
6898,996,2024-02-24 07:12:11,payment_dispute,unknown,high,200.17,device,zone_east,standard,low,465,6,0,302.47,7,5,0,0,23.07,123.0,
6899,236,2024-02-24 08:50:43,login_anomaly,web,low,114.38,vendor,zone_west,standard,medium,1081,5,0,2082.974,8,5,0,0,33.73,110.0,
6900,683,2024-02-24 09:45:36,policy_override,api,medium,131.13,account,zone_central,standard,low,0,6,0,349.687,9,5,0,0,13.6,99.0,
6901,55,2024-02-24 10:09:37,access_violation,api,medium,102.41,service,zone_south,plus,low,4,81,2,65.489,10,5,0,0,44.5,105.0,
6902,1364,2024-02-24 12:08:44,login_anomaly,api,high,41.57,account,zone_north,enterprise,medium,0,0,0,,12,5,0,0,25.01,57.0,
6903,1103,2024-02-24 13:40:39,config_change,web,critical,79.11,vendor,zone_east,plus,high,674,3,0,1131.107,13,5,0,0,15.27,61.0,
6904,607,2024-02-24 14:09:32,access_violation,batch,low,80.99,vendor,zone_west,standard,low,226,15,0,789.446,14,5,0,0,24.4,61.0,
6905,312,2024-02-24 15:20:03,payment_dispute,web,low,29.28,device,zone_east,enterprise,medium,1144,193,6,70.899,15,5,0,0,37.44,89.0,
6906,757,2024-02-24 15:47:12,config_change,batch,low,12.49,device,zone_central,standard,medium,862,223,10,28.299,15,5,0,0,21.19,46.0,
6907,597,2024-02-24 16:00:00,access_violation,api,low,33.96,service,zone_north,enterprise,medium,0,2,0,9599.999,16,5,0,0,89.95,89.0,
6908,222,2024-02-24 18:10:44,data_export,web,high,107.63,device,zone_south,plus,low,1166,2,0,899.994,18,5,0,0,19.85,59.0,
6909,1148,2024-02-24 18:12:00,payment_dispute,api,low,35.95,vendor,zone_central,plus,low,221,34,1,73.809,18,5,0,0,32.41,18.0,
6910,1260,2024-02-24 22:30:16,login_anomaly,mobile,low,13.04,integration,zone_east,standard,low,52,89,9,53.91,22,5,0,0,18.39,42.0,
6911,1197,2024-02-25 08:02:31,duplicate_transaction,api,high,165.48,account,zone_central,standard,low,591,106,8,164.646,8,6,0,0,11.02,79.0,
